NCRA,central,lga,LGA,longitude,latitude,SLR,SWL_AEPPC,MTWL_AEPPC,SWL_MFSLR_50,SWL_MFSLR_10,SWL_MFSLR_90,MTWL_MFSLR_50,MTWL_MFSLR_10,MTWL_MFSLR_90
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.2631531,-34.86856842,0.06,2.03,3.23,1.58,1.49,1.71,1.23,1.19,1.27
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.3157806,-34.86856842,0.06,2.03,3.24,1.56,1.48,1.69,1.22,1.19,1.27
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.421051,-34.86856842,0.06,2.05,3.19,1.54,1.46,1.66,1.22,1.19,1.27
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.8421021,-34.86856842,0.06,2.05,2.33,1.53,1.45,1.64,1.42,1.36,1.51
NSW,NSW,Shoalhaven,Shoalhaven,150.7894745,-34.86856842,0.06,1.18,2.18,5.91,4.52,8.68,1.35,1.29,1.43
WASouth,WA,Manjimup,Manjimup,115.9473648,-34.8253746,0.06,1.17,3.71,1.84,1.7,2.04,1.19,1.16,1.22
NA,NA,Albany,Albany,118.4736862,-34.8253746,0.06,1.04,1.77,2.49,2.22,2.91,1.5,1.42,1.63
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.4736786,-34.82538605,0.06,1.63,3.42,1.71,1.6,1.87,1.25,1.21,1.31
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,136.0526276,-34.82538605,0.06,1.61,2.2,1.82,1.68,2.02,1.46,1.39,1.56
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.421051,-34.82538605,0.06,2.05,3.2,1.54,1.45,1.65,1.22,1.19,1.27
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.8947296,-34.82538605,0.06,2.05,2.33,1.53,1.45,1.64,1.42,1.35,1.51
SA,SA,Port Adelaide Enfield,Port_Adelaide_Enfield,138.4736786,-34.8253746,0.06,2.36,3.04,1.47,1.4,1.56,1.26,1.22,1.31
NSW,NSW,Shoalhaven,Shoalhaven,150.7894745,-34.82538605,0.06,1.18,2.19,5.91,4.52,8.68,1.34,1.29,1.43
WASouth,WA,Manjimup,Manjimup,115.9473648,-34.78218079,0.06,1.18,3.72,1.8,1.67,1.99,1.19,1.16,1.22
WASouth,WA,Albany,Albany,118.4736862,-34.78218079,0.06,1.04,1.78,2.52,2.24,2.94,1.5,1.42,1.62
NA,NA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.421051,-34.78218079,0.06,1.64,3.61,1.69,1.58,1.85,1.23,1.2,1.28
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,136.0526276,-34.78218079,0.06,1.61,2.2,1.81,1.68,2.01,1.45,1.38,1.55
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.421051,-34.78218079,0.06,2.05,3.2,1.54,1.45,1.66,1.22,1.19,1.27
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.8947296,-34.78218079,0.06,2.05,2.33,1.53,1.45,1.64,1.42,1.35,1.51
NSW,NSW,Kiama,Kiama,150.8421021,-34.78218079,0.06,1.18,2.57,6.01,4.58,8.84,1.26,1.22,1.32
WASouth,WA,Manjimup,Manjimup,115.8947372,-34.73895264,0.06,1.18,3.7,1.78,1.65,1.96,1.19,1.16,1.23
WASouth,WA,Albany,Albany,118.5263138,-34.73895264,0.06,1.04,1.93,2.47,2.2,2.87,1.43,1.36,1.54
WASouth,WA,Albany,Albany,118.578949,-34.73895264,0.06,1.04,2.2,2.47,2.2,2.87,1.39,1.33,1.49
WASouth,WA,Albany,Albany,118.6315765,-34.73895264,0.06,1.04,2.2,2.5,2.23,2.92,1.4,1.33,1.49
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3684235,-34.73895264,0.06,1.64,3.13,1.7,1.59,1.86,1.26,1.22,1.32
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.421051,-34.73895264,0.06,1.64,3.15,1.68,1.57,1.83,1.25,1.22,1.31
SA,SA,Port Lincoln,Port_Lincoln,135.8947296,-34.73895264,0.06,1.6,3.28,1.84,1.7,2.05,1.35,1.29,1.43
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.9473724,-34.73894119,0.06,1.6,3.3,1.84,1.7,2.05,1.34,1.29,1.42
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,136,-34.73895264,0.06,1.6,2.2,1.83,1.69,2.03,1.46,1.39,1.57
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736786,-34.73894119,0.06,2.05,3.21,1.52,1.44,1.64,1.22,1.19,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.8947296,-34.73895264,0.06,2.05,2.33,1.53,1.45,1.64,1.42,1.35,1.51
SA,SA,Playford,Playford,138.4736786,-34.73894119,0.06,2.28,2.96,1.47,1.4,1.56,1.26,1.22,1.31
NSW,NSW,Kiama,Kiama,150.8947296,-34.73895264,0.06,1.18,2.43,6.17,4.69,9.12,1.3,1.25,1.37
WASouth,WA,Manjimup,Manjimup,115.8947372,-34.69570541,0.06,1.19,3.51,1.75,1.63,1.93,1.2,1.17,1.24
WASouth,WA,Albany,Albany,118.6842117,-34.69570541,0.06,1.04,2.41,2.61,2.31,3.08,1.36,1.3,1.44
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157806,-34.69570541,0.06,1.64,3.37,1.67,1.57,1.83,1.24,1.21,1.3
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736633,-34.69570541,0.06,2.06,3.21,1.52,1.44,1.63,1.22,1.19,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.8947296,-34.69570541,0.06,2.05,2.37,1.53,1.45,1.64,1.39,1.34,1.48
SA,SA,Playford,Playford,138.4736633,-34.69570541,0.06,2.28,2.69,1.47,1.4,1.56,1.32,1.28,1.39
NSW,NSW,Kiama,Kiama,150.8947296,-34.69570541,0.06,1.28,2.39,6.2,4.71,9.16,1.33,1.27,1.41
WASouth,WA,Manjimup,Manjimup,115.8420944,-34.65243149,0.06,1.19,3.51,1.75,1.63,1.93,1.2,1.17,1.24
WASouth,WA,Albany,Albany,118.7368393,-34.65243149,0.06,1.03,2.22,2.73,2.4,3.25,1.41,1.34,1.51
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157806,-34.65243149,0.06,1.65,3.54,1.64,1.54,1.79,1.22,1.18,1.26
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.8947296,-34.65243149,0.06,1.61,3.3,1.79,1.66,1.99,1.34,1.29,1.42
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736633,-34.65243149,0.06,2.06,3.21,1.52,1.44,1.63,1.22,1.19,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.9473724,-34.65243149,0.06,2.06,2.38,1.52,1.44,1.63,1.39,1.33,1.47
SA,SA,Adelaide Plains,Adelaide_Plains,138.421051,-34.65243149,0.06,2.27,2.69,1.48,1.41,1.58,1.33,1.28,1.4
NSW,NSW,Kiama,Kiama,150.8947296,-34.65243149,0.06,1.28,2.39,6.23,4.74,9.22,1.33,1.27,1.41
WASouth,WA,Manjimup,Manjimup,115.7894745,-34.60913467,0.06,1.19,3.51,1.73,1.61,1.9,1.2,1.18,1.24
WASouth,WA,Albany,Albany,118.7368393,-34.60912323,0.06,1.03,2.23,2.8,2.45,3.36,1.4,1.34,1.5
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157959,-34.60912323,0.06,1.66,3.32,1.62,1.52,1.77,1.23,1.2,1.28
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.9473724,-34.60912323,0.06,1.62,2.32,1.77,1.65,1.96,1.38,1.32,1.46
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736786,-34.60912323,0.06,2.06,3.25,1.51,1.43,1.62,1.21,1.18,1.25
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.9473724,-34.60912323,0.06,2.06,2.38,1.52,1.44,1.63,1.39,1.33,1.47
SA,SA,Adelaide Plains,Adelaide_Plains,138.421051,-34.60913467,0.06,2.27,2.69,1.48,1.4,1.58,1.33,1.28,1.4
NSW,NSW,Shellharbour,Shellharbour,150.8947296,-34.60913467,0.06,1.28,2.76,6.28,4.77,9.31,1.25,1.21,1.31
NA,NA,Manjimup,Manjimup,115.6842117,-34.56581879,0.06,1.19,3.52,1.73,1.61,1.9,1.2,1.17,1.24
WASouth,WA,Manjimup,Manjimup,115.7368393,-34.56581879,0.06,1.2,3.65,1.71,1.6,1.87,1.19,1.17,1.23
WASouth,WA,Albany,Albany,118.7368393,-34.56581879,0.06,1.02,2.04,2.85,2.48,3.44,1.43,1.36,1.54
WASouth,WA,Jerramungup,Jerramungup,119.2105255,-34.56581879,0.06,1.03,2.85,2.75,2.41,3.3,1.27,1.24,1.33
WASouth,WA,Jerramungup,Jerramungup,119.2631607,-34.56581879,0.06,1.03,2.76,2.74,2.4,3.29,1.3,1.25,1.36
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157959,-34.56580734,0.06,1.67,3.33,1.6,1.51,1.74,1.22,1.19,1.27
SA,SA,Unincorporated SA,Unincorporated_SA,135.9473724,-34.56581879,0.06,1.62,2.32,1.75,1.63,1.93,1.38,1.32,1.46
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736786,-34.56581879,0.06,2.06,3.24,1.5,1.43,1.61,1.21,1.18,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.9473724,-34.56580734,0.06,2.06,2.38,1.52,1.44,1.63,1.39,1.33,1.47
SA,SA,Adelaide Plains,Adelaide_Plains,138.3684235,-34.56581879,0.06,2.27,2.68,1.48,1.41,1.58,1.33,1.28,1.4
NSW,NSW,Shellharbour,Shellharbour,150.8421021,-34.56580734,0.06,1.28,2.75,6.27,4.77,9.28,1.25,1.21,1.31
WASouth,WA,Manjimup,Manjimup,115.6315765,-34.5224762,0.06,1.2,3.6,1.72,1.6,1.88,1.2,1.17,1.24
WASouth,WA,Albany,Albany,118.7894745,-34.5224762,0.06,1.02,2.04,2.82,2.46,3.4,1.44,1.36,1.54
WASouth,WA,Albany,Albany,118.8421021,-34.5224762,0.06,1.03,2.29,2.78,2.43,3.33,1.39,1.33,1.48
WASouth,WA,Albany,Albany,118.8947372,-34.5224762,0.06,1.03,2.29,2.75,2.41,3.3,1.39,1.33,1.49
WASouth,WA,Jerramungup,Jerramungup,119.1578979,-34.5224762,0.06,1.03,2.86,2.69,2.36,3.22,1.27,1.23,1.33
WASouth,WA,Jerramungup,Jerramungup,119.3157883,-34.52246475,0.06,1.03,2.71,2.78,2.43,3.35,1.31,1.27,1.38
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157959,-34.52246475,0.06,1.67,3.33,1.59,1.49,1.73,1.22,1.19,1.27
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,136,-34.5224762,0.06,1.62,2.33,1.75,1.62,1.92,1.38,1.32,1.46
SA,SA,Tumby Bay,Tumby_Bay,136.0526276,-34.5224762,0.06,1.62,2.34,1.74,1.62,1.92,1.37,1.31,1.45
SA,SA,Tumby Bay,Tumby_Bay,136.1052704,-34.5224762,0.06,1.62,2.35,1.75,1.63,1.93,1.36,1.31,1.44
SA,SA,Unincorporated SA,Unincorporated_SA,137.421051,-34.5224762,0.06,2.06,3.23,1.51,1.44,1.62,1.22,1.18,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.9473724,-34.52246475,0.06,2.25,2.58,1.52,1.44,1.63,1.39,1.33,1.47
SA,SA,Adelaide Plains,Adelaide_Plains,138.3157959,-34.5224762,0.06,2.27,2.67,1.49,1.42,1.59,1.34,1.29,1.41
NSW,NSW,Shellharbour,Shellharbour,150.8421021,-34.52246475,0.06,1.28,2.76,6.22,4.73,9.17,1.25,1.21,1.31
WASouth,WA,Nannup,Nannup,115.578949,-34.47911453,0.06,1.2,3.43,1.71,1.6,1.87,1.21,1.18,1.25
WASouth,WA,Jerramungup,Jerramungup,118.9473648,-34.47911453,0.06,1.03,2.17,2.71,2.38,3.24,1.4,1.34,1.49
WASouth,WA,Jerramungup,Jerramungup,119,-34.47911453,0.06,1.03,2.47,2.69,2.37,3.21,1.33,1.28,1.4
WASouth,WA,Jerramungup,Jerramungup,119.0526352,-34.47911453,0.06,1.03,2.54,2.68,2.36,3.2,1.3,1.26,1.36
WASouth,WA,Jerramungup,Jerramungup,119.1052628,-34.47911453,0.06,1.03,2.55,2.64,2.32,3.13,1.3,1.25,1.35
WASouth,WA,Jerramungup,Jerramungup,119.3157883,-34.47911453,0.06,1.03,2.2,2.8,2.44,3.37,1.4,1.34,1.5
WASouth,WA,Jerramungup,Jerramungup,119.3684235,-34.47911453,0.06,1.03,2.42,2.78,2.43,3.35,1.35,1.3,1.43
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157959,-34.47910309,0.06,1.68,3.18,1.58,1.48,1.71,1.19,1.16,1.23
SA,SA,Tumby Bay,Tumby_Bay,136.1578979,-34.47911453,0.06,1.62,2.27,1.76,1.64,1.95,1.39,1.33,1.47
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.421051,-34.47911453,0.06,1.92,3.1,1.51,1.43,1.61,1.21,1.18,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.9473724,-34.47911453,0.06,2.25,2.58,1.52,1.44,1.63,1.39,1.33,1.47
SA,SA,Adelaide Plains,Adelaide_Plains,138.2631531,-34.47911453,0.06,2.26,2.67,1.49,1.42,1.6,1.34,1.29,1.41
NSW,NSW,Wollongong,Wollongong,150.8421021,-34.47911453,0.06,1.28,2.52,6.1,4.66,8.96,1.3,1.25,1.37
NSW,NSW,Wollongong,Wollongong,150.8947296,-34.47911453,0.06,1.28,2.52,6.19,4.72,9.12,1.3,1.25,1.37
WASouth,WA,Nannup,Nannup,115.4736862,-34.43572617,0.06,1.19,3.53,1.73,1.61,1.9,1.21,1.18,1.25
WASouth,WA,Nannup,Nannup,115.5263138,-34.43572617,0.06,1.2,3.51,1.71,1.59,1.87,1.21,1.18,1.25
WASouth,WA,Jerramungup,Jerramungup,119.421051,-34.43572617,0.06,1.02,2.42,2.86,2.48,3.47,1.35,1.3,1.43
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157959,-34.43571472,0.06,1.68,3.18,1.57,1.48,1.71,1.19,1.16,1.23
SA,SA,Tumby Bay,Tumby_Bay,136.1578979,-34.43572617,0.06,1.62,2.28,1.75,1.63,1.94,1.38,1.32,1.46
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.421051,-34.43572617,0.06,1.93,3.1,1.5,1.42,1.61,1.21,1.18,1.25
SA,SA,Yorke Peninsula,Yorke_Peninsula,138,-34.43572617,0.06,2.25,2.58,1.52,1.44,1.63,1.38,1.33,1.46
SA,SA,Adelaide Plains,Adelaide_Plains,138.2631531,-34.43572617,0.06,2.26,2.67,1.49,1.42,1.6,1.34,1.29,1.41
NSW,NSW,Wollongong,Wollongong,150.9473724,-34.43571472,0.06,1.28,2.52,6.4,4.85,9.49,1.3,1.25,1.37
WASouth,WA,Nannup,Nannup,115.421051,-34.39231873,0.06,1.2,3.27,1.72,1.6,1.88,1.23,1.2,1.28
WASouth,WA,Jerramungup,Jerramungup,119.421051,-34.39231873,0.06,1.02,1.62,2.89,2.5,3.52,1.56,1.47,1.7
WASouth,WA,Jerramungup,Jerramungup,119.473671,-34.39231873,0.06,1.02,2.11,2.85,2.47,3.45,1.43,1.36,1.54
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157806,-34.39231873,0.06,1.68,3.17,1.57,1.48,1.7,1.19,1.16,1.23
SA,SA,Tumby Bay,Tumby_Bay,136.1578979,-34.39231873,0.06,1.62,2.29,1.74,1.62,1.91,1.37,1.32,1.45
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.421051,-34.39231873,0.06,1.93,3.05,1.49,1.42,1.6,1.22,1.19,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,138,-34.39231873,0.06,2.25,2.58,1.52,1.44,1.63,1.38,1.33,1.46
SA,SA,Adelaide Plains,Adelaide_Plains,138.2631531,-34.39231873,0.06,2.26,2.67,1.49,1.42,1.6,1.34,1.29,1.41
NSW,NSW,Wollongong,Wollongong,150.9473724,-34.39231873,0.06,1.28,2.3,6.27,4.77,9.26,1.36,1.3,1.45
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115.1052475,-34.3488884,0.06,1.18,3.87,1.8,1.67,1.98,1.19,1.16,1.22
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115.1578979,-34.3488884,0.06,1.18,3.88,1.78,1.65,1.95,1.19,1.16,1.22
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115.2105103,-34.3488884,0.06,1.19,3.03,1.76,1.64,1.93,1.26,1.22,1.31
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115.2631607,-34.3488884,0.06,1.19,3.04,1.74,1.62,1.91,1.25,1.22,1.3
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115.315773,-34.3488884,0.06,1.19,3.16,1.73,1.61,1.89,1.24,1.21,1.29
WASouth,WA,Nannup,Nannup,115.3684082,-34.3488884,0.06,1.2,3.27,1.71,1.59,1.87,1.23,1.2,1.28
WASouth,WA,Jerramungup,Jerramungup,119.5263138,-34.3488884,0.06,1.03,1.49,2.77,2.42,3.34,1.79,1.65,2.02
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157806,-34.3488884,0.06,1.68,3.5,1.57,1.48,1.71,1.16,1.14,1.2
SA,SA,Tumby Bay,Tumby_Bay,136.2105255,-34.3488884,0.06,1.63,2.28,1.73,1.61,1.9,1.36,1.31,1.44
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.421051,-34.3488884,0.06,1.93,3.05,1.48,1.41,1.59,1.22,1.19,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,138,-34.3488884,0.06,1.92,2.25,1.52,1.44,1.63,1.38,1.32,1.46
SA,SA,Adelaide Plains,Adelaide_Plains,138.2105103,-34.3488884,0.06,2.26,2.66,1.5,1.43,1.61,1.35,1.29,1.42
NA,NA,Wollongong,Wollongong,151,-34.3488884,0.06,1.28,2.71,6.4,4.85,9.5,1.26,1.22,1.32
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115.0526352,-34.30543518,0.06,1.17,3.89,1.81,1.69,2,1.19,1.16,1.22
WASouth,WA,Jerramungup,Jerramungup,119.5263138,-34.30543518,0.06,1.03,1.49,2.75,2.4,3.3,1.79,1.64,2.02
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157959,-34.30542374,0.06,1.68,3.5,1.57,1.48,1.71,1.16,1.14,1.2
SA,SA,Tumby Bay,Tumby_Bay,136.2631531,-34.30543518,0.06,1.63,2.29,1.71,1.59,1.87,1.36,1.31,1.43
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736786,-34.30542374,0.06,1.95,3.07,1.47,1.4,1.56,1.21,1.18,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,138.0526276,-34.30543518,0.06,1.92,2.25,1.52,1.44,1.63,1.38,1.32,1.46
SA,SA,Wakefield,Wakefield,138.2105255,-34.30543518,0.06,2.26,2.66,1.5,1.43,1.61,1.34,1.29,1.42
NSW,NSW,Wollongong,Wollongong,151,-34.30543518,0.06,1.28,2.71,6.26,4.77,9.24,1.26,1.22,1.32
WASouth,WA,Ravensthorpe,Ravensthorpe,119.5263138,-34.26195908,0.06,1.03,1.59,2.77,2.42,3.33,1.61,1.5,1.78
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.3157959,-34.26195908,0.06,1.68,3.61,1.57,1.48,1.71,1.15,1.13,1.18
SA,SA,Tumby Bay,Tumby_Bay,136.3157959,-34.26194763,0.06,1.64,2.28,1.68,1.57,1.83,1.35,1.3,1.42
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736786,-34.26194763,0.06,1.95,3.06,1.46,1.39,1.56,1.21,1.18,1.26
SA,SA,Yorke Peninsula,Yorke_Peninsula,138.0526276,-34.26195908,0.06,1.92,2.25,1.52,1.44,1.63,1.38,1.32,1.46
SA,SA,Wakefield,Wakefield,138.1578979,-34.26195908,0.06,1.92,2.32,1.51,1.43,1.62,1.35,1.3,1.42
NA,NA,Wollongong,Wollongong,151.0526276,-34.26195908,0.06,1.3,2.81,6.32,4.81,9.32,1.26,1.22,1.32
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,115,-34.21846008,0.06,1.17,3.52,1.82,1.69,2.01,1.19,1.16,1.23
WASouth,WA,Ravensthorpe,Ravensthorpe,119.578949,-34.21846008,0.06,1.03,1.89,2.73,2.39,3.27,1.46,1.38,1.58
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.2631531,-34.21846008,0.06,1.67,3.79,1.59,1.49,1.72,1.15,1.13,1.18
SA,SA,Tumby Bay,Tumby_Bay,136.3157959,-34.21846008,0.06,1.64,2.26,1.67,1.56,1.82,1.35,1.3,1.42
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736633,-34.21846008,0.06,1.95,3.06,1.46,1.39,1.55,1.21,1.18,1.25
SA,SA,Yorke Peninsula,Yorke_Peninsula,138.0526276,-34.21846008,0.06,1.92,2.25,1.52,1.44,1.63,1.38,1.32,1.46
SA,SA,Wakefield,Wakefield,138.1052551,-34.21846008,0.06,1.92,2.32,1.52,1.44,1.63,1.35,1.3,1.42
SA,SA,Wakefield,Wakefield,138.1578979,-34.21846008,0.06,1.92,2.33,1.51,1.43,1.62,1.35,1.3,1.42
NSW,NSW,Wollongong,Wollongong,151.0526276,-34.21846008,0.06,1.3,2.73,6.15,4.7,9.02,1.27,1.23,1.33
NA,NA,Augusta Margaret River,Augusta_Margaret_River,114.9473648,-34.17492676,0.06,1.17,3.9,1.84,1.7,2.03,1.18,1.15,1.21
WASouth,WA,Ravensthorpe,Ravensthorpe,119.578949,-34.1749382,0.06,1.03,1.89,2.74,2.39,3.29,1.45,1.37,1.57
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.2631531,-34.1749382,0.06,1.67,3.79,1.59,1.49,1.72,1.15,1.13,1.18
SA,SA,Tumby Bay,Tumby_Bay,136.3684235,-34.17492676,0.06,1.65,2.26,1.65,1.55,1.79,1.35,1.3,1.42
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736786,-34.17492676,0.06,1.96,3.08,1.45,1.38,1.54,1.21,1.18,1.25
NSW,NSW,Sutherland,Sutherland,151.1052704,-34.1749382,0.06,1.3,2.93,6.13,4.69,8.98,1.24,1.21,1.3
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,114.9473572,-34.13139343,0.06,1.17,3.82,1.84,1.7,2.03,1.19,1.16,1.22
WASouth,WA,Ravensthorpe,Ravensthorpe,119.6315765,-34.13139343,0.06,1.03,2.02,2.73,2.39,3.27,1.43,1.35,1.54
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.2631531,-34.13139343,0.06,1.67,3.73,1.59,1.5,1.73,1.16,1.13,1.19
SA,SA,Tumby Bay,Tumby_Bay,136.3684235,-34.13139343,0.06,1.65,2.26,1.64,1.54,1.78,1.35,1.3,1.42
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736633,-34.13139343,0.06,1.96,3.09,1.44,1.37,1.53,1.21,1.18,1.25
NSW,NSW,Sutherland,Sutherland,151.1578979,-34.13139343,0.06,1.3,2.94,6.09,4.66,8.9,1.24,1.21,1.3
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,114.9473648,-34.08781815,0.06,1.17,3.79,1.84,1.7,2.03,1.19,1.16,1.22
WASouth,WA,Ravensthorpe,Ravensthorpe,119.6842117,-34.08782959,0.06,1.03,2,2.72,2.39,3.26,1.44,1.37,1.56
WASouth,WA,Ravensthorpe,Ravensthorpe,119.7368393,-34.08782959,0.06,1.03,2,2.7,2.37,3.23,1.45,1.37,1.56
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.2631531,-34.08782959,0.06,1.67,3.52,1.59,1.5,1.73,1.17,1.14,1.2
SA,SA,Tumby Bay,Tumby_Bay,136.421051,-34.08782959,0.06,1.66,2.26,1.61,1.52,1.75,1.35,1.29,1.42
SA,SA,Yorke Peninsula,Yorke_Peninsula,137.4736786,-34.08781815,0.06,1.98,3.09,1.42,1.36,1.51,1.21,1.18,1.25
NSW,NSW,Sutherland,Sutherland,151.2105255,-34.08781815,0.06,1.3,2.85,6.1,4.67,8.91,1.25,1.21,1.31
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,114.9473572,-34.04423904,0.06,1.17,3.79,1.83,1.7,2.03,1.19,1.16,1.22
WASouth,WA,Ravensthorpe,Ravensthorpe,119.7894745,-34.04424286,0.06,1.1,2.33,2.69,2.36,3.21,1.39,1.33,1.5
WASouth,WA,Esperance,Esperance,122.1052475,-34.04423904,0.06,1.15,2.14,2.1,1.91,2.39,1.31,1.26,1.36
WASouth,WA,Esperance,Esperance,122.1578979,-34.04424286,0.06,1.15,1.68,2.1,1.91,2.4,1.44,1.38,1.53
WASouth,WA,Esperance,Esperance,122.2105103,-34.04423904,0.06,1.14,1.9,2.14,1.94,2.44,1.4,1.34,1.48
WASouth,WA,Esperance,Esperance,123.2105103,-34.04423904,0.06,1.16,2.59,2.03,1.85,2.3,1.29,1.25,1.35
WASouth,WA,Esperance,Esperance,123.2631607,-34.04424286,0.06,1.16,2.35,2.02,1.84,2.28,1.34,1.29,1.4
SA,SA,Lower Eyre Peninsula,Lower_Eyre_Peninsula,135.2631531,-34.04424286,0.06,1.67,3.52,1.59,1.5,1.73,1.16,1.14,1.2
SA,SA,Tumby Bay,Tumby_Bay,136.4736786,-34.04423904,0.06,1.67,2.27,1.59,1.5,1.71,1.34,1.29,1.42
SA,SA,Copper Coast,Copper_Coast,137.5263214,-34.04423904,0.06,1.97,3.08,1.44,1.37,1.53,1.21,1.18,1.25
NSW,NSW,Sutherland,Sutherland,151.2105255,-34.04423904,0.06,1.3,2.86,5.98,4.59,8.71,1.25,1.21,1.31
WASouth,WA,Augusta Margaret River,Augusta_Margaret_River,114.9473572,-34.00062943,0.06,1.17,3.71,1.83,1.7,2.02,1.19,1.16,1.23
WASouth,WA,Ravensthorpe,Ravensthorpe,119.8421021,-34.00062943,0.06,1.1,2.21,2.64,2.33,3.14,1.43,1.35,1.54
WASouth,WA,Ravensthorpe,Ravensthorpe,119.8947372,-34.00062943,0.06,1.11,2.21,2.61,2.3,3.09,1.43,1.35,1.54
WASouth,WA,Ravensthorpe,Ravensthorpe,119.9473572,-34.00062943,0.06,1.11,2.39,2.57,2.27,3.03,1.39,1.32,1.49
WASouth,WA,Ravensthorpe,Ravensthorpe,120.3684082,-34.00062943,0.06,1.11,2.96,2.57,2.27,3.05,1.3,1.25,1.36
WASouth,WA,Ravensthorpe,Ravensthorpe,120.421051,-34.00062943,0.06,1.11,2.95,2.61,2.3,3.11,1.3,1.25,1.37
WASouth,WA,Esperance,Esperance,122.0526352,-34.00062943,0.06,1.16,2.16,1.98,1.81,2.24,1.29,1.25,1.35
WASouth,WA,Esperance,Esperance,122.2631607,-34.00062943,0.06,1.14,1.9,2.16,1.96,2.48,1.4,1.34,1.48
WASouth,WA,Esperance,Esperance,123.1578979,-34.00062943,0.06,1.16,2.6,1.98,1.81,2.23,1.29,1.25,1.34
